,disaster,id,name,time,label_exists,target_exists,gsd,capture_date,disaster_type,height,width,original_height,original_width,NA,destroyed,major-damage,minor-damage,no-damage,un-classified
3860,midwest-flooding,00000126,midwest-flooding_00000126_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,0,0,0,0,0
3861,hurricane-matthew,00000370,hurricane-matthew_00000370_post_disaster.png,post,True,True,1.90909719467163,2016-10-08T15:33:12.799Z,wind,1024,1024,1024,1024,0,0,0,0,0,0
3862,hurricane-matthew,00000278,hurricane-matthew_00000278_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,101,0,0,0,0,0
3863,hurricane-michael,00000306,hurricane-michael_00000306_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,146,0,0,0,0,0
3864,hurricane-matthew,00000252,hurricane-matthew_00000252_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,15,0,0,0,0,0
3865,santa-rosa-wildfire,00000072,santa-rosa-wildfire_00000072_pre_disaster.png,pre,True,True,1.6719055,2017-06-21T19:09:01.000Z,fire,1024,1024,1024,1024,7,0,0,0,0,0
3866,socal-fire,00001158,socal-fire_00001158_pre_disaster.png,pre,True,True,1.9003485,2018-10-23T18:50:43.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3867,hurricane-florence,00000368,hurricane-florence_00000368_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,0,2,9,0
3868,socal-fire,00001086,socal-fire_00001086_pre_disaster.png,pre,True,True,1.9003485,2018-10-23T18:50:43.000Z,fire,1024,1024,1024,1024,8,0,0,0,0,0
3869,hurricane-florence,00000423,hurricane-florence_00000423_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,2,0,0,0,0,0
3870,hurricane-florence,00000408,hurricane-florence_00000408_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,8,1,68,0
3871,hurricane-michael,00000222,hurricane-michael_00000222_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,136,0,0,0,0,0
3872,hurricane-florence,00000298,hurricane-florence_00000298_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,26,0,0,0,0,0
3873,socal-fire,00000183,socal-fire_00000183_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,5,0,0,0,0,0
3874,santa-rosa-wildfire,00000210,santa-rosa-wildfire_00000210_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,0,0,0,59,0
3875,hurricane-florence,00000054,hurricane-florence_00000054_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,12,0,0,0,0,0
3876,mexico-earthquake,00000158,mexico-earthquake_00000158_post_disaster.png,post,True,True,2.6503215,2017-09-20T17:46:11.000Z,earthquake,1024,1024,1024,1024,0,0,0,0,317,0
3877,midwest-flooding,00000258,midwest-flooding_00000258_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,0,0,0,44,0
3878,socal-fire,00000601,socal-fire_00000601_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3879,palu-tsunami,00000187,palu-tsunami_00000187_post_disaster.png,post,True,True,2.8247435,2018-10-01T02:26:02.000Z,tsunami,1024,1024,1024,1024,0,3,0,0,10,0
3880,hurricane-michael,00000276,hurricane-michael_00000276_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,0,3,11,54,0
3881,hurricane-michael,00000112,hurricane-michael_00000112_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,72,0,0,0,0,0
3882,socal-fire,00000651,socal-fire_00000651_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,5,0,0,10,1
3883,hurricane-matthew,00000051,hurricane-matthew_00000051_post_disaster.png,post,True,True,2.37887692,2016-10-01T15:29:45.000Z,wind,1024,1024,1024,1024,0,0,0,42,15,4
3884,hurricane-matthew,00000314,hurricane-matthew_00000314_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,13,0,0,0,0,0
3885,midwest-flooding,00000398,midwest-flooding_00000398_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,2,0,0,0,0,0
3886,hurricane-florence,00000308,hurricane-florence_00000308_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,0,3,14,0
3887,hurricane-michael,00000119,hurricane-michael_00000119_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,50,0,0,0,0,0
3888,hurricane-matthew,00000238,hurricane-matthew_00000238_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,5,0,0,0,0,0
3889,hurricane-harvey,00000269,hurricane-harvey_00000269_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,15,0,0,0
3890,santa-rosa-wildfire,00000161,santa-rosa-wildfire_00000161_pre_disaster.png,pre,True,True,1.6719055,2017-06-21T19:09:01.000Z,fire,1024,1024,1024,1024,244,0,0,0,0,0
3891,hurricane-florence,00000099,hurricane-florence_00000099_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,23,0,0,0,0,0
3892,hurricane-florence,00000210,hurricane-florence_00000210_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,3,0,0,0,0,0
3893,socal-fire,00000484,socal-fire_00000484_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,202,0
3894,socal-fire,00000026,socal-fire_00000026_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3895,socal-fire,00000723,socal-fire_00000723_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,7,0,0,0,0,0
3896,hurricane-michael,00000304,hurricane-michael_00000304_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,0,28,59,66,3
3897,socal-fire,00000160,socal-fire_00000160_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3898,socal-fire,00001040,socal-fire_00001040_pre_disaster.png,pre,True,True,1.9003485,2018-10-23T18:50:43.000Z,fire,1024,1024,1024,1024,81,0,0,0,0,0
3899,santa-rosa-wildfire,00000169,santa-rosa-wildfire_00000169_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,0,0,0,179,0
3900,midwest-flooding,00000247,midwest-flooding_00000247_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,1,0,2,27,2
3901,hurricane-harvey,00000356,hurricane-harvey_00000356_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,141,0,0,0,0,0
3902,socal-fire,00001376,socal-fire_00001376_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3903,midwest-flooding,00000317,midwest-flooding_00000317_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,1,0,0,0,0
3904,hurricane-michael,00000302,hurricane-michael_00000302_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,75,0,0,0,0,0
3905,hurricane-matthew,00000149,hurricane-matthew_00000149_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,24,0,0,0,0,0
3906,midwest-flooding,00000268,midwest-flooding_00000268_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,0,1,0,0,0
3907,hurricane-florence,00000221,hurricane-florence_00000221_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,0,0,0,0,0,0
3908,midwest-flooding,00000426,midwest-flooding_00000426_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,10,0,0,0,0,0
3909,midwest-flooding,00000270,midwest-flooding_00000270_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,24,0,0,0,0,0
3910,palu-tsunami,00000136,palu-tsunami_00000136_pre_disaster.png,pre,True,True,2.0312154,2017-01-24T02:18:34.285Z,tsunami,1024,1024,1024,1024,294,0,0,0,0,0
3911,hurricane-florence,00000405,hurricane-florence_00000405_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,31,0,0,0,0,0
3912,hurricane-matthew,00000164,hurricane-matthew_00000164_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,26,0,0,0,0,0
3913,socal-fire,00000807,socal-fire_00000807_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3914,hurricane-michael,00000175,hurricane-michael_00000175_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,1,9,2,21,0
3915,midwest-flooding,00000281,midwest-flooding_00000281_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,0,0,0,36,1
3916,hurricane-michael,00000443,hurricane-michael_00000443_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,1,5,29,99,1
3917,santa-rosa-wildfire,00000331,santa-rosa-wildfire_00000331_pre_disaster.png,pre,True,True,2.149289,2017-05-21T19:19:19.000Z,fire,1024,1024,1024,1024,1,0,0,0,0,0
3918,socal-fire,00000321,socal-fire_00000321_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3919,hurricane-florence,00000093,hurricane-florence_00000093_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,0,0,0,0,0,0
3920,mexico-earthquake,00000118,mexico-earthquake_00000118_pre_disaster.png,pre,True,True,1.9713272,2017-06-15T17:16:42.000Z,earthquake,1024,1024,1024,1024,279,0,0,0,0,0
3921,mexico-earthquake,00000115,mexico-earthquake_00000115_pre_disaster.png,pre,True,True,1.9713272,2017-06-15T17:16:42.000Z,earthquake,1024,1024,1024,1024,344,0,0,0,0,0
3922,santa-rosa-wildfire,00000374,santa-rosa-wildfire_00000374_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,0,0,0,176,0
3923,santa-rosa-wildfire,00000047,santa-rosa-wildfire_00000047_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,34,0,1,0,0
3924,hurricane-michael,00000286,hurricane-michael_00000286_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,0,11,36,79,0
3925,socal-fire,00000231,socal-fire_00000231_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,8,0,0,0,0,0
3926,socal-fire,00000927,socal-fire_00000927_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3927,guatemala-volcano,00000010,guatemala-volcano_00000010_pre_disaster.png,pre,True,True,1.3459189,2018-02-05T17:10:18.000Z,volcano,1024,1024,1024,1024,2,0,0,0,0,0
3928,midwest-flooding,00000244,midwest-flooding_00000244_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,13,0,0,0,0,0
3929,socal-fire,00001088,socal-fire_00001088_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,9,0,0,21,11
3930,hurricane-harvey,00000365,hurricane-harvey_00000365_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,10,139,0,0,0
3931,hurricane-florence,00000065,hurricane-florence_00000065_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,2,0,0,0
3932,hurricane-michael,00000474,hurricane-michael_00000474_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,0,5,23,127,0
3933,hurricane-florence,00000140,hurricane-florence_00000140_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,1,0,0,0,0,0
3934,hurricane-harvey,00000189,hurricane-harvey_00000189_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,0,0,0,0
3935,santa-rosa-wildfire,00000140,santa-rosa-wildfire_00000140_pre_disaster.png,pre,True,True,1.6719055,2017-06-21T19:09:01.000Z,fire,1024,1024,1024,1024,23,0,0,0,0,0
3936,socal-fire,00000024,socal-fire_00000024_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3937,palu-tsunami,00000101,palu-tsunami_00000101_post_disaster.png,post,True,True,2.8247435,2018-10-01T02:26:02.000Z,tsunami,1024,1024,1024,1024,0,0,0,0,102,2
3938,hurricane-florence,00000012,hurricane-florence_00000012_post_disaster.png,post,True,True,2.8959277,2018-09-18T16:32:47.000Z,flooding,1024,1024,1024,1024,0,0,0,0,36,0
3939,hurricane-florence,00000165,hurricane-florence_00000165_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,39,0,0,0,0,0
3940,hurricane-matthew,00000172,hurricane-matthew_00000172_post_disaster.png,post,True,True,1.59234964847565,2016-10-10T16:04:56.646Z,wind,1024,1024,1024,1024,0,3,0,0,0,0
3941,hurricane-florence,00000144,hurricane-florence_00000144_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,3,0,0,0,0,0
3942,hurricane-matthew,00000228,hurricane-matthew_00000228_post_disaster.png,post,True,True,1.59234964847565,2016-10-10T16:04:56.646Z,wind,1024,1024,1024,1024,0,8,2,3,0,2
3943,mexico-earthquake,00000101,mexico-earthquake_00000101_post_disaster.png,post,True,True,2.6503215,2017-09-20T17:46:11.000Z,earthquake,1024,1024,1024,1024,0,0,0,0,112,0
3944,hurricane-matthew,00000078,hurricane-matthew_00000078_pre_disaster.png,pre,True,True,1.91168606,2013-01-05T16:02:21.000Z,wind,1024,1024,1024,1024,45,0,0,0,0,0
3945,hurricane-matthew,00000289,hurricane-matthew_00000289_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,17,0,0,0,0,0
3946,socal-fire,00000363,socal-fire_00000363_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,16,0
3947,santa-rosa-wildfire,00000241,santa-rosa-wildfire_00000241_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,5,0,0,0,0
3948,hurricane-matthew,00000140,hurricane-matthew_00000140_pre_disaster.png,pre,True,True,1.91168606,2013-01-05T16:02:21.000Z,wind,1024,1024,1024,1024,61,0,0,0,0,0
3949,hurricane-michael,00000098,hurricane-michael_00000098_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,26,0,0,0,0,0
3950,hurricane-matthew,00000063,hurricane-matthew_00000063_post_disaster.png,post,True,True,2.7733664499999997,2016-10-09T15:32:03.000Z,wind,1024,1024,1024,1024,0,3,2,9,0,0
3951,hurricane-florence,00000473,hurricane-florence_00000473_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,35,0,0,0,0,0
3952,santa-rosa-wildfire,00000190,santa-rosa-wildfire_00000190_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,17,1,0,0,0
3953,mexico-earthquake,00000184,mexico-earthquake_00000184_pre_disaster.png,pre,True,True,1.3783635,2017-01-04T17:31:25.156Z,earthquake,1024,1024,1024,1024,351,0,0,0,0,0
3954,hurricane-florence,00000486,hurricane-florence_00000486_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,1,0,0,0,0,0
3955,hurricane-harvey,00000116,hurricane-harvey_00000116_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,128,0,0,0,0,0
3956,hurricane-michael,00000369,hurricane-michael_00000369_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1025,1025,0,0,0,0,0,0
3957,socal-fire,00000537,socal-fire_00000537_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3958,palu-tsunami,00000049,palu-tsunami_00000049_pre_disaster.png,pre,True,True,2.0312154,2017-01-24T02:18:34.285Z,tsunami,1024,1024,1024,1024,0,0,0,0,0,0
3959,socal-fire,00001184,socal-fire_00001184_pre_disaster.png,pre,True,True,1.9003485,2018-10-23T18:50:43.000Z,fire,1024,1024,1024,1024,29,0,0,0,0,0
3960,hurricane-florence,00000030,hurricane-florence_00000030_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,7,0,0,0,0,0
3961,socal-fire,00000405,socal-fire_00000405_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,8,0,0,0,0,0
3962,hurricane-harvey,00000367,hurricane-harvey_00000367_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,0,0,79,0
3963,hurricane-florence,00000464,hurricane-florence_00000464_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,8,0,0,0,0,0
3964,hurricane-harvey,00000423,hurricane-harvey_00000423_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,58,0,0,0,0,0
3965,hurricane-matthew,00000301,hurricane-matthew_00000301_post_disaster.png,post,True,True,1.90909719467163,2016-10-08T15:33:12.799Z,wind,1024,1024,1024,1024,0,0,0,2,0,1
3966,socal-fire,00001282,socal-fire_00001282_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3967,midwest-flooding,00000269,midwest-flooding_00000269_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,25,0,0,0,0,0
3968,santa-rosa-wildfire,00000124,santa-rosa-wildfire_00000124_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,92,0,0,2,0
3969,santa-rosa-wildfire,00000271,santa-rosa-wildfire_00000271_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,5,0,0,0,0
3970,socal-fire,00001365,socal-fire_00001365_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,20,0
3971,santa-rosa-wildfire,00000004,santa-rosa-wildfire_00000004_pre_disaster.png,pre,True,True,1.6719055,2017-06-21T19:09:01.000Z,fire,1024,1024,1024,1024,6,0,0,0,0,0
3972,mexico-earthquake,00000107,mexico-earthquake_00000107_post_disaster.png,post,True,True,2.6503215,2017-09-20T17:46:11.000Z,earthquake,1024,1024,1024,1024,0,0,0,0,579,0
3973,socal-fire,00001216,socal-fire_00001216_pre_disaster.png,pre,True,True,1.9003485,2018-10-23T18:50:43.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3974,socal-fire,00000222,socal-fire_00000222_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,26,0,0,0,0,0
3975,santa-rosa-wildfire,00000017,santa-rosa-wildfire_00000017_pre_disaster.png,pre,True,True,1.6719055,2017-06-21T19:09:01.000Z,fire,1024,1024,1024,1024,2,0,0,0,0,0
3976,hurricane-michael,00000323,hurricane-michael_00000323_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,0,4,1,20,0
3977,hurricane-harvey,00000080,hurricane-harvey_00000080_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,0,0,11,62
3978,midwest-flooding,00000114,midwest-flooding_00000114_post_disaster.png,post,True,True,1.3587263,2019-05-30T17:35:22.000Z,flooding,1024,1024,1024,1024,0,0,0,0,23,2
3979,hurricane-matthew,00000207,hurricane-matthew_00000207_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,40,0,0,0,0,0
3980,hurricane-matthew,00000039,hurricane-matthew_00000039_post_disaster.png,post,True,True,2.37887692,2016-10-01T15:29:45.000Z,wind,1024,1024,1024,1024,0,0,6,22,86,1
3981,midwest-flooding,00000108,midwest-flooding_00000108_post_disaster.png,post,True,True,1.3587263,2019-05-30T17:35:22.000Z,flooding,1024,1024,1024,1024,0,0,0,0,18,0
3982,socal-fire,00000151,socal-fire_00000151_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3983,hurricane-michael,00000324,hurricane-michael_00000324_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,0,0,1,31,0
3984,santa-rosa-wildfire,00000275,santa-rosa-wildfire_00000275_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,5,0,0,3,0
3985,socal-fire,00001120,socal-fire_00001120_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,2,0,0,0,0,0
3986,socal-fire,00000113,socal-fire_00000113_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3987,socal-fire,00000999,socal-fire_00000999_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3988,midwest-flooding,00000131,midwest-flooding_00000131_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,6,0,0,0,0,0
3989,socal-fire,00000295,socal-fire_00000295_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3990,midwest-flooding,00000234,midwest-flooding_00000234_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,29,0,0,0,0,0
3991,hurricane-matthew,00000185,hurricane-matthew_00000185_post_disaster.png,post,True,True,1.59234964847565,2016-10-10T16:04:56.646Z,wind,1024,1024,1024,1024,0,7,10,10,13,9
3992,midwest-flooding,00000024,midwest-flooding_00000024_pre_disaster.png,pre,True,True,2.090686,2019-01-26T17:17:36.000Z,flooding,1024,1024,1024,1024,304,0,0,0,0,0
3993,socal-fire,00000349,socal-fire_00000349_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3994,socal-fire,00001070,socal-fire_00001070_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3995,midwest-flooding,00000209,midwest-flooding_00000209_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,0,0,0,0,0,0
3996,socal-fire,00001003,socal-fire_00001003_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
3997,palu-tsunami,00000026,palu-tsunami_00000026_post_disaster.png,post,True,True,2.8247435,2018-10-01T02:26:02.000Z,tsunami,1024,1024,1024,1024,0,51,3,0,0,0
3998,mexico-earthquake,00000084,mexico-earthquake_00000084_post_disaster.png,post,True,True,2.6503215,2017-09-20T17:46:11.000Z,earthquake,1024,1024,1024,1024,0,0,1,3,172,0
3999,socal-fire,00000599,socal-fire_00000599_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
4000,midwest-flooding,00000177,midwest-flooding_00000177_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,0,0,0,0,0
4001,hurricane-harvey,00000439,hurricane-harvey_00000439_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,189,0,0,0,0,0
4002,hurricane-harvey,00000147,hurricane-harvey_00000147_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,109,0,0,0,0,0
4003,midwest-flooding,00000277,midwest-flooding_00000277_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,0,0,0,17,0
4004,santa-rosa-wildfire,00000114,santa-rosa-wildfire_00000114_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,20,1,4,5,1
4005,socal-fire,00000224,socal-fire_00000224_pre_disaster.png,pre,True,True,2.1259935000000003,2018-10-23T18:51:21.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
4006,socal-fire,00000940,socal-fire_00000940_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,5,1,0,0,0
4007,socal-fire,00001286,socal-fire_00001286_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
4008,hurricane-matthew,00000079,hurricane-matthew_00000079_post_disaster.png,post,True,True,2.37887692,2016-10-01T15:29:45.000Z,wind,1024,1024,1024,1024,0,0,1,13,3,4
